spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2pNjk1fIZTMtj8ry6SdEmB,Venus,"Faceless, Serøtonin",12,1,-5,NG,2025-06-11,78,False,139199,Venus,2024-11-28,0.597,0.591,2,-8.161,0,0.182,0.627,0.191,0.19,0.84,200.008,4
52ZxqHSe1HesJPwuuBiW4U,MARIO KART,Seyi Vibez,13,-1,-2,NG,2025-06-11,74,True,171138,Children of Africa,2025-02-20,0.761,0.558,9,-12.608,0,0.051,0.146,0.00368,0.083,0.511,115.017,4
3ZR7IlqBPK8TrJyZYfFX9L,who does that? (feat. Bella Shmurda),"FOLA, Bella Shmurda",14,0,3,NG,2025-06-11,72,False,159945,what a feeling,2024-12-05,0.625,0.749,10,-6.638,1,0.293,0.585,7.05e-05,0.124,0.381,61.697,5
3RMr94P81nO3GtW9MfqNp5,PITY THIS BOY (with Victony),"ODUMODUBLVCK, Victony",15,2,-3,NG,2025-06-11,71,False,165000,THE MACHINE IS COMING,2025-03-31,0.855,0.714,11,-8.073,0,0.0555,0.572,0.0,0.0853,0.745,111.988,4
1xFkc8KXwVk1FoG5xhcU3H,See Me See God (SMSG),Barry Jhay,16,5,11,NG,2025-06-11,71,False,192857,Barrystar Vol. 1,2025-04-10,0.743,0.672,8,-7.656,1,0.132,0.333,0.000262,0.317,0.435,111.974,4
7msfmSm4KbVnIds5DvsGzT,Joy is Coming,Fido,17,3,-4,NG,2025-06-11,76,False,188571,Joy is Coming,2024-12-14,0.908,0.608,1,-7.376,0,0.0885,0.0367,3.45e-06,0.0916,0.812,112.001,4
0OWPr4POCQ7iH9BGmTxOZV,LEGOLAS,ODUMODUBLVCK,18,9,-2,NG,2025-06-11,72,False,169285,THE MACHINE IS COMING,2025-03-31,0.403,0.642,2,-7.623,0,0.202,0.618,0.0,0.0866,0.709,60.704,5
6n6J0mZb0ltWlt2AqobHVd,Black Girl Magic,Kizz Daniel,19,4,-5,NG,2025-06-11,69,False,137142,Uncle K: Lemon Chase,2025-05-29,0.655,0.781,11,-4.743,1,0.116,0.489,0.00884,0.169,0.902,104.944,4
6zZixF6uYbtG8uiNzDO2LH,Funds (feat. ODUMODUBLVCK & Chike),"Davido, ODUMODUBLVCK, Chike",20,2,-1,NG,2025-06-11,72,False,206948,5ive,2025-04-18,0.817,0.738,1,-6.197,0,0.0371,0.187,0.0,0.108,0.726,113.04,4
2hODYSmDyWMu2C2XN4bgOV,SHAOLIN,Seyi Vibez,21,5,5,NG,2025-06-11,73,True,140527,Children of Africa,2025-02-20,0.706,0.905,5,-7.425,0,0.0865,0.13,0.00362,0.122,0.844,151.124,4
20l4NPs2c9OBKBKUKRjxIy,Chandelier,Monaky,22,-6,-1,NG,2025-06-11,72,False,175666,Candor,2024-11-08,0.721,0.636,5,-9.437,0,0.0612,0.446,0.064,0.125,0.466,100.031,4
2JkIrQmiFXvqYQHhnPiY5D,TaTaTa (feat. Travis Scott),"Burna Boy, Travis Scott",23,27,-13,NG,2025-06-11,73,False,150651,TaTaTa (feat. Travis Scott),2025-05-21,0.915,0.517,10,-8.381,1,0.189,0.0653,0.00117,0.0739,0.724,124.042,4
07eJSSPcNlkR34wVlkrCcY,Dangbana Riddim,"Bella Shmurda, FOLA",24,-6,-2,NG,2025-06-11,72,False,160587,Dangbana Riddim,2025-04-11,0.788,0.686,5,-6.487,0,0.105,0.535,1.07e-06,0.0838,0.903,111.014,4
0lhLSwvRKGHfIcVEz3uQK6,Laho,Shallipopi,25,-6,-2,NG,2025-06-11,79,True,144000,Laho,2025-03-13,0.965,0.435,6,-8.056,1,0.175,0.331,0.0377,0.116,0.559,110.03,4
7mdvPu1ZAOIgMzr3sfpAqk,My Darling,Chella,26,-1,-6,NG,2025-06-11,81,False,146086,My Darling,2025-03-26,0.832,0.494,7,-9.27,0,0.0509,0.293,0.782,0.0894,0.619,115.032,4
7L1DT2ByQ331AJkDfjvI5N,Management,"Smur Lee, BIGKHALID",27,-12,4,NG,2025-06-11,72,True,155669,Management,2025-01-25,0.836,0.707,8,-9.436,1,0.0745,0.0842,5.1e-05,0.122,0.731,111.988,4
5hphSVebVxTpDfrk09W0hS,Doha,Seyi Vibez,28,2,1,NG,2025-06-11,72,False,164317,Loseyi Professor,2024-07-12,0.534,0.691,5,-8.121,0,0.428,0.421,6.88e-05,0.155,0.343,203.894,4
0UKX2OlSnobdX77f0Y1jok,Kai!,"Olamide, Wizkid",29,0,-14,NG,2025-06-11,76,True,175367,Kai!,2025-04-28,0.573,0.726,5,-7.381,1,0.284,0.505,0.134,0.177,0.567,199.061,4
1136eJrkWsDvReASbjLTaU,Awolowo,Fido,30,-2,-2,NG,2025-06-11,75,False,135576,Awolowo,2024-08-07,0.619,0.385,0,-11.272,0,0.118,0.129,0.00369,0.179,0.294,106.312,5
10y7iW3rc8bzGbhAC3mNPA,Are you there?,Ayo Maff,31,4,4,NG,2025-06-11,71,False,156428,MAFFIAN,2024-08-15,0.782,0.529,0,-8.626,1,0.0592,0.509,1.42e-06,0.413,0.44,112.014,4
4XHrQHvHWlE0RldeG8Nslq,Na Scra,Famous Pluto,32,-1,0,NG,2025-06-11,72,True,150000,Na Scra,2025-03-07,0.89,0.886,1,-5.689,1,0.0626,0.183,0.0108,0.167,0.836,112.03,4
5Wxkvvb6pLky16pwq4gBI3,Dealer,"Ayo Maff, Fireboy DML",33,6,-8,NG,2025-06-11,72,False,180594,Dealer,2024-04-16,0.49,0.651,11,-6.259,1,0.138,0.714,7.59e-06,0.108,0.567,67.813,5
1Ss5QjczHsdYkvNsiBmoqS,Instagram,"Muyeez, Seyi Vibez",34,16,5,NG,2025-06-11,69,False,140606,Instagram,2024-04-30,0.554,0.685,2,-7.529,1,0.218,0.356,0.0,0.0798,0.432,198.186,4
0Q1bMs3xLQiDEeaneehdxv,Remember,Asake,35,5,5,NG,2025-06-11,72,False,182142,Work Of Art,2023-06-15,0.755,0.675,10,-6.973,1,0.0918,0.512,1.41e-06,0.117,0.783,112.049,4
5VKXfM7SWob2onq118RjYJ,No Turning Back II,"Gaise Baba, Lawrence Oyor",36,-4,-18,NG,2025-06-11,73,False,299468,No Turning Back II,2025-05-16,0.671,0.948,5,-4.443,0,0.171,0.052,0.0,0.287,0.551,113.064,4
2aisLWyo4vnIsh7yJHweaN,Sweet,"Spyro, Shoday",37,0,13,NG,2025-06-11,65,False,153000,Sweet,2025-05-22,0.892,0.75,1,-5.79,1,0.113,0.167,0.000348,0.0792,0.904,120.091,4
2LP8KwtvzUx1onvXKQCoKR,WOTOWOTO SEASONING (feat. Black Sherif),"ODUMODUBLVCK, Black Sherif",38,12,12,NG,2025-06-11,71,True,171089,EZIOKWU (UNCUT),2023-12-01,0.584,0.528,1,-8.829,0,0.343,0.658,0.00566,0.13,0.283,102.067,4
3qS4spuVywoeh9uGIpRuQh,Bout U,Rema,39,-6,-9,NG,2025-06-11,76,False,163481,Bout U,2025-04-10,0.649,0.773,2,-4.384,1,0.0474,0.183,8.49e-06,0.272,0.485,94.027,4
6NOrpcicPUh2eaj8bAD44u,Baby (Is it a Crime),Rema,40,-6,-6,NG,2025-06-11,79,False,164151,Baby (Is it a Crime),2025-02-07,0.58,0.665,5,-4.659,0,0.0438,0.0751,4.32e-06,0.39,0.695,129.915,5
78lEwmE6xpWtwHhS8D9Fw2,Escaladizzy,"Mavo, WAVE$TAR",41,1,9,NG,2025-06-11,59,True,164745,Escaladizzy,2025-06-06,0.591,0.866,9,-4.46,0,0.0556,0.175,0.0,0.552,0.62,157.349,5
0VjzaXw81JQJM61pzWwP8b,Nzaza,Asake,42,4,3,NG,2025-06-11,70,False,183829,Mr. Money With The Vibe,2022-09-07,0.72,0.602,0,-6.797,1,0.07,0.23,0.00472,0.509,0.709,93.966,4
4xVj25uTjTZCaHbSFbYwAE,Hey Jago,"Poco Lee, Shoday, Rahman Jago",43,-7,-1,NG,2025-06-11,71,True,125284,Hey Jago,2025-03-19,0.772,0.95,1,-4.359,0,0.243,0.21,1.19e-06,0.0943,0.795,125.002,4
1k51Q6GFWBbsaWlBB2gnzo,Gimme Dat (feat. Wizkid),"Ayra Starr, Wizkid",44,-6,-8,NG,2025-06-11,78,False,225500,Gimme Dat,2025-04-25,0.739,0.754,10,-5.284,1,0.177,0.00851,0.0,0.0981,0.596,94.851,4
13VXuHw3O8Yt7VwRIDqSo4,MMS,"Asake, Wizkid",45,2,-4,NG,2025-06-11,75,False,219628,Lungu Boy,2024-08-08,0.502,0.634,8,-3.367,0,0.144,0.677,0.0341,0.188,0.645,101.837,3
4OnCrs3h948Ee4yLLTcaRx,JUJU (with Smur Lee & Shallipopi),"ODUMODUBLVCK, Smur Lee, Shallipopi",46,3,3,NG,2025-06-11,67,True,157750,THE MACHINE IS COMING,2025-03-31,0.848,0.687,6,-8.457,0,0.0716,0.0434,0.225,0.0644,0.585,113.038,4
4uLBwGnr1U3ctcDZrnVEgK,WHY LOVE,Asake,47,-6,-3,NG,2025-06-11,72,True,210000,WHY LOVE,2025-02-11,0.791,0.489,5,-8.061,0,0.0733,0.024,0.00253,0.106,0.556,111.997,4
6JvWMLscnWYkgX1zPufIGT,Kese (Dance),Wizkid,48,0,-10,NG,2025-06-11,75,False,174053,Morayo,2024-11-22,0.775,0.874,5,-5.635,0,0.0503,0.143,0.393,0.411,0.915,118.082,4
5EMD7ozaMBD2GJCUHD5nVn,Feeling,FOLA,49,-4,1,NG,2025-06-11,67,False,161619,Feeling,2024-02-23,0.512,0.684,5,-6.59,1,0.0633,0.703,0.000384,0.109,0.478,109.508,4
3H2bLX6U4kNuv04iTkCrSp,HAUSAPIANO - Remix,"Kvng Vinci, Zerrydl",50,-6,-7,NG,2025-06-11,70,False,137844,HAUSAPIANO (Remix),2024-11-01,0.796,0.636,7,-9.828,1,0.127,0.463,0.0319,0.248,0.433,116.032,4
27xkOIER6uDLKALIelHylZ,Don’t Say You Love Me,Jin,1,0,0,MY,2025-06-11,93,False,180716,Echo,2025-05-16,0.729,0.562,8,-5.49,1,0.0304,0.484,0.0,0.105,0.757,111.976,4
4e6TmHCC4PRUj75knNplNP,Mangu,"Fourtwnty, Charita Utami",2,0,0,MY,2025-06-11,87,False,261048,Nalar,2023-04-18,0.534,0.295,7,-8.733,1,0.0238,0.647,2.96e-06,0.0794,0.197,94.048,4
0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,3,1,1,MY,2025-06-11,98,False,199032,back to friends,2024-12-27,0.436,0.723,1,-2.291,1,0.0301,9.37e-05,8.82e-05,0.0929,0.235,92.855,4
1RaJdXCj61oSRUUciGKoWe,bergema sampai selamanya,Nadhif Basalamah,4,-1,-1,MY,2025-06-11,85,False,198567,bergema sampai selamanya,2025-01-31,0.263,0.506,8,-5.843,1,0.0341,0.761,0.0274,0.0626,0.209,159.852,4
1UPB5rYJ0bzn6mNSoAHrZC,You'll Be in My Heart,NIKI,5,0,1,MY,2025-06-11,93,False,241776,You'll Be In My Heart,2022-09-14,0.486,0.613,9,-8.748,1,0.0394,0.0569,0.00139,0.126,0.633,187.531,4
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,6,0,1,MY,2025-06-11,92,False,214357,blue,2024-08-02,0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,7,1,1,MY,2025-06-11,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
3v0kDUI2OMYefvcgJYssUv,Bukan Lagi Kita,Nadeera,8,-1,4,MY,2025-06-11,69,False,212500,Bukan Lagi Kita,2024-08-15,0.43,0.735,6,-4.506,0,0.0444,0.2,0.0,0.0582,0.182,144.189,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,9,1,2,MY,2025-06-11,96,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
0fK7ie6XwGxQTIkpFoWkd1,like JENNIE,JENNIE,10,1,-1,MY,2025-06-11,95,True,123517,Ruby,2025-03-07,0.811,0.743,10,-5.321,0,0.0611,0.281,0.00671,0.0868,0.815,130.019,4
1hlHeIZ36Idpr57xPI8OCD,Garam & Madu (Sakit Dadaku),"Tenxi, Jemsii, Naykilla",11,-2,-6,MY,2025-06-11,84,False,184320,Garam & Madu (Sakit Dadaku),2025-01-03,0.915,0.776,3,-5.119,0,0.05,0.354,0.000597,0.206,0.46,124.969,4
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,"Lady Gaga, Bruno Mars",12,2,1,MY,2025-06-11,91,False,251667,MAYHEM,2025-03-07,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
0b7PI4ikygOrxYu8TSQI92,Aku Dah Lupa,"MikkyZia, F4dli",13,0,-3,MY,2025-06-11,82,False,182354,Aku Dah Lupa,2025-03-27,0.724,0.555,1,-8.941,0,0.0832,0.374,0.000536,0.0604,0.621,205.996,4
2CneKWpjKErzqZhHID0avV,Menjaga Jodoh Orang Lain,Ara Johari,14,-2,1,MY,2025-06-11,68,False,272972,Menjaga Jodoh Orang Lain,2024-07-31,0.364,0.418,3,-6.358,1,0.0291,0.76,0.0,0.179,0.179,138.917,4
5rhwXZP0luMucnEPnYJpbI,Kasih Aba Aba,"Naykilla, Tenxi, Jemsii",15,0,1,MY,2025-06-11,80,False,176608,Kasih Aba Aba,2025-04-28,0.964,0.539,1,-6.095,0,0.0557,0.299,0.0,0.102,0.692,115.019,4
6EIMUjQ7Q8Zr2VtIUik4He,drunk text,Henry Moodie,16,1,1,MY,2025-06-11,83,False,187263,in all of my lonely nights,2024-01-26,0.614,0.493,0,-5.356,1,0.0314,0.0676,0.0,0.113,0.176,94.784,3
42UBPzRMh5yyz0EDPr6fr1,Manchild,Sabrina Carpenter,17,2,33,MY,2025-06-11,89,True,213645,Manchild,2025-06-05,0.731,0.685,7,-5.087,1,0.0572,0.122,0.0,0.317,0.811,123.01,4
2ECbN3xQ7M6B7AI9BhhCy7,Stecu Stecu,Faris Adam,18,-2,-4,MY,2025-06-11,84,False,223750,Stecu Stecu,2025-03-05,0.832,0.825,8,-4.951,1,0.0601,0.119,0.0,0.133,0.915,103.011,4
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",19,3,-1,MY,2025-06-11,92,False,177598,GNX,2024-11-21,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",20,3,2,MY,2025-06-11,94,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
0TRKtVvsVmOkXCvnq5AgNE,Reminisensi,Insomniacks,21,-3,-2,MY,2025-06-11,67,False,265406,Kepala Batu EP,2020-07-24,0.464,0.601,10,-7.043,1,0.0256,0.0815,0.0,0.105,0.267,77.986,4
0dS2u2UFd88TIzDDaZDLvS,Here With Me,d4vd,22,10,4,MY,2025-06-11,57,False,242484,Here With Me,2022-09-22,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,4
26KhLgFuPymkm1uiZkc6Rv,Bunga Maaf,The Lantis,23,1,-3,MY,2025-06-11,84,False,252349,Bunga Maaf,2024-11-15,0.468,0.525,9,-7.399,1,0.0283,0.789,0.0244,0.0861,0.296,158.15,4
79HHRLEs61LSjrrKjlCUSt,Seni Berdamai Dengan Takdir,"Naim Daniel, Adnin Roslan",24,21,26,MY,2025-06-11,55,False,235890,Seni Berdamai Dengan Takdir,2025-05-23,0.448,0.386,10,-8.07,1,0.0272,0.819,0.0,0.103,0.221,145.553,4
67C6LHREqmytK923Ak6R0I,Sempurna,Insomniacks,25,-4,0,MY,2025-06-11,65,False,251714,Sempurna,2022-02-14,0.317,0.38,9,-10.414,1,0.0319,0.467,2.7e-05,0.091,0.191,135.563,3
2OxvanM5m1Na9OVlXyXmUp,Lesung Pipi,Raim Laode,26,3,11,MY,2025-06-11,88,False,225153,Lesung Pipi,2023-08-31,0.6,0.375,0,-10.668,1,0.0316,0.465,0.0,0.542,0.401,135.816,4
0hlZ8daapg8QHpHsDyaqbg,Hanya Aku,Hyper Act,27,-7,0,MY,2025-06-11,64,False,200163,Impian,2014-06-15,0.451,0.509,0,-7.234,1,0.0292,0.745,0.0,0.131,0.171,157.978,4
3CSFXGhoR8C9kBF90xhIXG,Tanpa Cinta,"Yovie Widianto, Tiara Andini",28,-3,-7,MY,2025-06-11,82,False,255327,Tanpa Cinta,2025-04-24,0.515,0.438,3,-8.723,1,0.0315,0.861,7.08e-06,0.132,0.226,135.812,4
1XZE0InCx3SdCnLpVsPpZl,Jumping Machine (跳楼机),LBI利比,29,4,6,MY,2025-06-11,82,False,201642,Jumping Machine (跳楼机),2025-01-23,0.605,0.53,6,-7.981,1,0.029,0.659,0.0,0.172,0.351,127.939,4
26PxiMFtKVpovBotmMaxor,lowkey,"lucidrari, Heil Nuan",30,-4,-6,MY,2025-06-11,63,True,217283,lowkey,2025-03-15,0.698,0.742,9,-6.832,1,0.0405,0.645,0.00282,0.0952,0.816,129.983,4
3PeIxOLCSZtpMCo24EcapU,Kekasih Bayangan,Cakra Khan,31,7,19,MY,2025-06-11,60,False,283142,Kekasih Bayangan,2017-01-01,0.447,0.337,0,-7.187,1,0.0272,0.723,0.0,0.105,0.341,147.957,4
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli xcx,32,-2,-2,MY,2025-06-11,93,False,296653,how i'm feeling now,2020-05-15,0.579,0.522,1,-8.393,1,0.0993,0.761,1.41e-05,0.655,0.245,79.453,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",33,9,16,MY,2025-06-11,85,True,183550,GOLDEN,2023-11-03,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,4
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,34,2,7,MY,2025-06-11,89,False,228639,eternal sunshine,2024-03-08,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
654ZF6YNWjQS2NhwR3QnX7,Komang,Raim Laode,35,13,15,MY,2025-06-11,85,False,222706,Komang,2022-08-16,0.696,0.413,7,-8.548,1,0.027,0.396,5.92e-05,0.0998,0.344,133.905,4
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",36,5,-7,MY,2025-06-11,89,False,169917,rosie,2024-12-06,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,37,2,-4,MY,2025-06-11,96,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
6i9Ci0IN1q1GcnhdbKU7kZ,penjaga hati,Nadhif Basalamah,38,2,-4,MY,2025-06-11,76,False,260346,Nadhif,2024-06-21,0.509,0.359,2,-8.993,1,0.0279,0.879,0.0289,0.19,0.329,155.799,4
6091bZPxSMXCvRlZwaeDO3,Seribu Tahun Lagi,Imran Ajmain,39,-2,11,MY,2025-06-11,35,False,262272,Sila Ambil Perhatian,2025-06-06,0.245,0.431,10,-6.268,0,0.0329,0.239,0.00819,0.11,0.267,132.018,3
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,40,10,4,MY,2025-06-11,90,False,226600,FOUR (Deluxe),2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,41,-10,-13,MY,2025-06-11,93,False,236906,Submarine,2024-05-31,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4
0FYnBVsruGEFIBRI3a4Vmz,Rahsia Tuhan,Noh Salleh,42,-14,-2,MY,2025-06-11,65,False,287071,Rahsia Tuhan,2024-09-06,0.397,0.596,11,-7.612,1,0.0274,0.161,0.879,0.357,0.278,139.901,4
4WFgvKVfEhb3IUAFGrutTR,Love Me Not,Ravyn Lenae,43,-9,7,MY,2025-06-11,91,False,213466,Bird's Eye,2024-08-09,0.779,0.731,0,-6.176,1,0.0306,0.296,0.0,0.128,0.814,114.001,4
1j15Ar0qGDzIR0v3CQv3JL,Gnarly,KATSEYE,44,-9,-12,MY,2025-06-11,91,True,137316,Gnarly,2025-04-30,0.775,0.828,0,-5.191,0,0.373,0.153,0.0,0.13,0.663,135.021,4
26cvTWJq2E1QqN4jyH2OTU,Tak Segampang Itu,Anggi Marito,45,5,-14,MY,2025-06-11,82,False,231100,Tak Segampang Itu,2022-12-02,0.506,0.438,5,-7.069,1,0.0268,0.759,8.64e-06,0.109,0.178,129.538,4
1wfbqUSPWbnPjkiBA9UmoF,Kita Usahakan Lagi,Batas Senja,46,-19,4,MY,2025-06-11,82,False,233916,Kita Usahakan Lagi,2025-04-11,0.516,0.551,4,-7.119,1,0.0254,0.219,0.0341,0.156,0.449,144.812,4
7BgFlmOxrL7M1jVGoxqy37,Masing Masing,"Ernie Zakri, Ade Govinda",47,3,-2,MY,2025-06-11,80,False,234589,Aura,2023-11-03,0.449,0.496,3,-5.352,1,0.0292,0.72,0.0,0.251,0.389,133.845,4
0QCIpQV3twfqo9kh0t8Zza,Shake It To The Max (FLY) - Remix,"MOLIY, Silent Addy, Skillibeng, Shenseea",48,-4,-2,MY,2025-06-11,93,True,178775,Shake It To The Max (FLY) (Remix),2025-02-21,0.856,0.548,0,-6.609,0,0.123,0.561,0.0,0.155,0.562,97.997,4
6Hii26x3qDErVitnGW8QtO,Runtuh,"Feby Putri, Fiersa Besari",49,1,-7,MY,2025-06-11,83,False,223973,Runtuh,2021-10-01,0.593,0.287,3,-13.164,1,0.0289,0.876,0.000136,0.119,0.191,127.783,4
0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,James Arthur,50,-3,0,MY,2025-06-11,87,False,248373,YOU,2019-10-18,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,4
6eLQXa6uk2EW8drsiKbABZ,TU SANCHO,Fuerza Regida,1,0,0,MX,2025-06-11,90,True,177994,111XPANTIA,2025-05-02,0.689,0.84,8,-6.423,1,0.0457,0.576,0.0,0.126,0.631,120.012,3
3hpm0fTeSqlhJbnqAgaLZs,Marlboro Rojo,Fuerza Regida,2,0,0,MX,2025-06-11,91,True,184173,111XPANTIA,2025-05-02,0.773,0.645,4,-6.376,0,0.0349,0.342,3.38e-06,0.32,0.923,114.996,1
4oB8Xd7gMlUEtWoD8bmCXW,Morena,"Neton Vega, Peso Pluma",3,0,0,MX,2025-06-11,92,False,193728,Mi Vida Mi Muerte,2025-02-14,0.697,0.776,4,-7.409,0,0.0308,0.379,0.00148,0.341,0.189,118.007,3
7DkOpEOBOwHg6VBj4blikS,Triple Lavada (feat. Victor Mendivil) - Remix,"Esau Ortiz, Luis R Conriquez, Oscar Maydon, Alemán, Victor Mendivil",4,0,24,MX,2025-06-11,79,True,287679,Triple Lavada (feat. Victor Mendivil) [Remix],2025-05-28,0.928,0.614,10,-6.85,0,0.105,0.252,1.81e-05,0.117,0.698,100.03,4
5MBAaEt7s8El3WWhYinLzv,Amigos? No.,"Oscar Maydon, Neton Vega",5,1,45,MX,2025-06-11,68,True,226816,"Rico o Muerto, Vol. 1",2025-06-06,0.682,0.561,10,-8.435,1,0.0318,0.0782,1.47e-05,0.303,0.669,122.074,3
3jS9G4KmuOwuawj3k4Smpc,Vita Fer,"Los Dareyes De La Sierra, Tito Double P",6,-1,-2,MX,2025-06-11,83,True,184743,Redención,2025-05-08,0.769,0.81,3,-3.567,0,0.0623,0.351,0.0,0.111,0.753,125.02,3
4LDd2UU8XdtJRrIyPvR9vW,Ay Mamita,Alan Arrieta,7,0,1,MX,2025-06-11,83,False,164042,Ay Mamita,2025-05-22,0.929,0.679,10,-4.318,0,0.242,0.118,2.57e-06,0.107,0.807,94.035,4
6uroNiDEDd0xFLiri0aQNk,Triple Lavada,Esau Ortiz,8,1,-2,MX,2025-06-11,91,True,165790,Triple Lavada,2025-03-28,0.909,0.583,10,-5.735,0,0.0847,0.417,0.0,0.137,0.557,100.012,4
2JPctdUgvkQSpnUdfROxvY,Te Quería Ver,"Alemán, Neton Vega",9,-1,1,MX,2025-06-11,84,False,176129,De Vuelta a las Andadas,2025-05-09,0.807,0.763,4,-5.172,0,0.0624,0.186,1.69e-05,0.0917,0.448,100.033,4
7585wxMp2e3IhBq3tJAXgw,SUIZA,Calle 24,10,2,5,MX,2025-06-11,86,True,114913,ONDEADO$,2024-12-12,0.69,0.66,1,-8.256,0,0.0775,0.634,0.000793,0.206,0.588,115.987,4
77pDO4WZPIdkwFve0iHWnb,Por Esos Ojos,Fuerza Regida,11,-1,1,MX,2025-06-11,85,True,188064,111XPANTIA,2025-05-02,0.696,0.678,5,-7.002,0,0.0695,0.31,0.0,0.191,0.522,102.48,3
1a7onn7lPqqRWul5ogyMyX,ANSIEDAD,Fuerza Regida,12,1,-3,MX,2025-06-11,87,True,151836,111XPANTIA,2025-05-02,0.659,0.684,10,-7.631,0,0.0336,0.421,0.0,0.0814,0.737,107.057,3
3KgHiAVuP88QoQs9CO4z1P,TATTOO,Tito Double P,13,3,0,MX,2025-06-11,90,True,167955,TATTOO,2025-02-27,0.755,0.747,10,-4.278,0,0.0656,0.482,5.48e-06,0.0853,0.463,109.897,3
0mfemgLsr0ucLSOBOc4xJ0,CHAMPAGNE,Tito Double P,14,-3,-7,MX,2025-06-11,88,True,195194,CHAMPAGNE,2025-05-15,0.759,0.795,10,-5.199,1,0.0608,0.59,1.9e-06,0.119,0.738,110.052,3
0L5gbpFGU06vqSHacOxgka,TU TU TU,"Clave Especial, Edgardo Nuñez",15,0,-4,MX,2025-06-11,86,True,151570,MIJA NO TE ASUSTES,2025-02-20,0.768,0.816,5,-5.264,0,0.0755,0.169,5.1e-05,0.477,0.828,142.163,3
0TOQQZVCZdMFMxzHT6WEtD,La Pantera,"Marcos Villalobos, Alan Arrieta",16,2,1,MX,2025-06-11,86,True,223538,La Pantera,2025-02-28,0.7,0.412,8,-7.064,0,0.389,0.292,0.0,0.102,0.378,191.937,4
4eLDmhsJW3JoZTXCAozHor,Loco,Neton Vega,17,4,1,MX,2025-06-11,86,False,186521,Mi Vida Mi Muerte,2025-02-14,0.849,0.708,1,-5.502,1,0.0686,0.0741,0.00768,0.139,0.636,91.981,4
4N1dogCaVWnGyFdPjdqNWF,COMO CAPO,"Clave Especial, Fuerza Regida",18,1,-4,MX,2025-06-11,87,True,165482,MIJA NO TE ASUSTES,2025-02-20,0.767,0.768,5,-4.529,0,0.0474,0.147,0.0,0.068,0.802,133.082,3
07bruo5RoHasGqnun1Z31S,Chiquita,"Neton Vega, Tito Double P",19,-5,4,MX,2025-06-11,88,False,132051,Mi Vida Mi Muerte,2025-02-14,0.745,0.862,1,-6.345,0,0.058,0.519,2.29e-05,0.12,0.815,138.065,3
